iter	Logloss
113	0.3956120823
114	0.3953582077
115	0.3951079832
116	0.3948802382
117	0.3946424176
118	0.3944924197
119	0.3943569389
120	0.394225124
121	0.3940715315
122	0.3939371836
123	0.3937790506
124	0.3935766
125	0.3934294801
126	0.3932650324
127	0.3930850897
128	0.3929602042
129	0.3927636439
130	0.3927287047
131	0.3925482025
132	0.3923102562
133	0.3921003015
134	0.3919070467
135	0.391705332
136	0.3915072985
137	0.391429603
138	0.3912684208
139	0.3911250142
140	0.3910444112
141	0.3910128934
142	0.3908188392
143	0.3906904549
144	0.3905787069
145	0.3905346419
146	0.3904135324
147	0.3902597732
148	0.3901192166
149	0.3900372649
150	0.3898982783
151	0.389764346
152	0.3896036822
153	0.3894982927
154	0.3893273219
155	0.3891754738
156	0.3890479598
157	0.3889105784
158	0.3887694459
159	0.3887037358
160	0.3885918891
161	0.3885456147
162	0.3883831427
163	0.3883330693
164	0.3881751083
165	0.3880596336
166	0.3879407377
167	0.3878564969
168	0.3877391461
169	0.3877307869
170	0.3876361049
171	0.3875192011
172	0.3874078214
173	0.3873124091
174	0.3871533218
175	0.38711758
176	0.3870984641
177	0.386987568
178	0.3868750671
179	0.3867945382
180	0.3867371493
181	0.38657906
182	0.3864598395
183	0.3863622598
184	0.3861983645
185	0.3860868748
186	0.3859559236
187	0.385868732
188	0.3857681721
189	0.3856692102
190	0.3855756689
191	0.3854456785
192	0.3854382672
193	0.3854157754
194	0.3853158602
195	0.3851902283
196	0.3850911484
197	0.385018551
198	0.3848713609
199	0.3847758698
200	0.3847089048
201	0.3845992899
202	0.3845282764
203	0.3844368014
204	0.3843437043
205	0.3841897314
206	0.3841332374
207	0.3839066836
208	0.3837819756
209	0.3836079867
210	0.3835212355
211	0.3834499415
212	0.3833149448
213	0.3832361946
214	0.3831501236
215	0.3831051739
216	0.3830025908
217	0.3828800359
218	0.3828424129
219	0.3827076035
220	0.3826288398
221	0.3825041777
222	0.3824419098
223	0.3824275997
224	0.3823701585
225	0.3822896429
226	0.382228406
227	0.3821538659
228	0.3820726098
229	0.381974684
230	0.3819590026
231	0.3819071375
232	0.38184469
233	0.3817464955
234	0.3816026076
235	0.3815999836
236	0.3814591713
237	0.3813434689
238	0.3812962658
239	0.3812172017
240	0.3811316489
241	0.381054293
242	0.3809871116
243	0.3809296106
244	0.3808571572
245	0.3807822037
246	0.3807741679
247	0.3807523963
248	0.3806434786
249	0.3805436523
250	0.3804409814
251	0.380322429
252	0.3802207751
253	0.3800707605
254	0.3800151058
255	0.3799002911
256	0.3798248935
257	0.3797167052
258	0.3797095871
259	0.3796579162
260	0.3794944328
261	0.3793974652
262	0.3793531686
263	0.3792112145
264	0.3791314162
265	0.3790646558
266	0.3789333988
267	0.3788259512
268	0.3787725063
269	0.3787030307
270	0.378599741
271	0.3785630647
272	0.3784936713
273	0.3784264791
274	0.378356309
275	0.3782858025
276	0.3782031689
277	0.3780686064
278	0.3779664292
279	0.3778019469
280	0.3777348677
281	0.3776831317
282	0.3776096794
283	0.3775446339
284	0.3775327206
285	0.3774078757
286	0.3773427898
287	0.3772667192
288	0.3771842054
289	0.3770978
290	0.3770056971
291	0.3769309186
292	0.3768754179
293	0.3767816464
294	0.3766907043
295	0.3765984201
296	0.3765339068
297	0.3764706473
298	0.3763884859
299	0.3763250381
300	0.3762427564
301	0.3761504405
302	0.3761132271
303	0.3760221241
304	0.3759633178
305	0.375879704
306	0.375797711
307	0.3757106888
308	0.3756564159
309	0.3755129108
310	0.3754365048
311	0.3753650595
312	0.3753009558
313	0.3752095805
314	0.3751412893
315	0.3751329662
316	0.3750181153
317	0.3749349796
318	0.374865811
319	0.3747639636
320	0.3746760212
321	0.3745986605
322	0.3745260837
323	0.3744749093
324	0.3743820357
325	0.374358614
326	0.3742762735
327	0.374181549
328	0.3740776299
329	0.3740057035
330	0.3739899917
331	0.373914579
332	0.3738384382
333	0.3737657315
334	0.373692782
335	0.3736165639
336	0.3735533915
337	0.3734912643
338	0.3733998206
339	0.3733565244
340	0.3733455836
341	0.3732648823
342	0.3731072226
343	0.3729896536
344	0.3729359558
345	0.3728660765
346	0.3728274988
347	0.3728272712
348	0.3727265271
349	0.3726631629
350	0.3726102238
351	0.3725699967
352	0.3724927025
353	0.3724010302
354	0.3723407511
355	0.3722818471
356	0.3721736384
357	0.372054488
358	0.3719956298
359	0.3719126573
360	0.3718374007
361	0.3717541987
362	0.371668062
363	0.371655288
364	0.3715363026
365	0.3714560331
366	0.3713700077
367	0.3712857419
368	0.371226327
369	0.3711557495
370	0.3710617454
371	0.3709853689
372	0.3709440025
373	0.3708737707
374	0.3708147659
375	0.3707589261
376	0.3707202716
377	0.3706281694
378	0.3705641083
379	0.3704878009
380	0.3703774305
381	0.3703287052
382	0.3702484195
383	0.3701400446
384	0.3700689745
385	0.3699852028
386	0.3699103065
387	0.3697851546
388	0.3696930635
389	0.3696060833
390	0.3695020406
391	0.3694324243
392	0.3693797314
393	0.3692833028
394	0.3692302905
395	0.369140791
396	0.3690271556
397	0.3690188207
398	0.3689574813
399	0.3688497207
400	0.3687319424
401	0.3686476223
402	0.3685530772
403	0.3684609991
404	0.3683600902
405	0.3682826152
406	0.3682316883
407	0.3681545783
408	0.3680842071
409	0.3680069079
410	0.3679054493
411	0.3678419975
412	0.3677280725
413	0.3676093455
414	0.3675556517
415	0.367500462
416	0.3674229554
417	0.3673514383
418	0.3672822144
419	0.367197817
420	0.3671374891
421	0.3670563729
422	0.3670383609
423	0.3669349625
424	0.3668890773
425	0.3667976789
426	0.3667046298
427	0.3666381962
428	0.3665929831
429	0.3665581607
430	0.3664830325
431	0.3663477404
432	0.3662229862
433	0.3661535398
434	0.3660895722
435	0.3659865262
436	0.3658659288
437	0.3658057984
438	0.3656953044
439	0.3656047271
440	0.3655315962
441	0.3653884053
442	0.3653108017
443	0.3652260376
444	0.3651223664
445	0.3650236623
446	0.3649844452
447	0.3649420129
448	0.3648737303
449	0.3647989558
450	0.3647583262
451	0.3646975467
452	0.3645762821
453	0.3644972929
454	0.3643842395
455	0.3643304424
456	0.3642297051
457	0.3641296657
458	0.3640802039
459	0.3639087563
460	0.3638387231
461	0.3637855033
462	0.3637085138
463	0.3636698498
464	0.3634847859
465	0.3634353694
466	0.3633439494
467	0.3631902917
468	0.363116553
469	0.3630161555
470	0.362883378
471	0.3627214413
472	0.3626141372
473	0.3625791016
474	0.3624872268
475	0.3623706997
476	0.3623279855
477	0.3622576175
478	0.3622142131
479	0.3621274626
480	0.3620437974
481	0.3619141401
482	0.361808273
483	0.3616940195
484	0.361664119
485	0.3615569323
486	0.3614745632
487	0.3613935957
488	0.3612861965
489	0.3611854598
490	0.3610590577
491	0.3609584252
492	0.3608948434
493	0.360793622
494	0.3606838833
495	0.3605476225
496	0.360498738
497	0.3604318026
498	0.3603135703
499	0.3602694758
500	0.3601816529
501	0.3600722796
502	0.3599796708
503	0.3599162651
504	0.3598469225
505	0.3597607119
506	0.359647398
507	0.3595725466
508	0.3594774147
509	0.3594232617
510	0.3593376519
511	0.3592377999
512	0.3592021765
513	0.359081721
514	0.359002191
515	0.3589780199
516	0.3589380476
517	0.3588790021
518	0.3587180481
519	0.3586614334
520	0.3585473832
521	0.3584542319
522	0.3583789751
523	0.3583143692
524	0.3582334497
525	0.3581809248
526	0.3580965095
527	0.358010895
528	0.3579677886
529	0.3578477954
530	0.3577282276
531	0.3576686126
532	0.3575946839
533	0.3574382842
534	0.3573815305
535	0.3573366208
536	0.3572819382
537	0.3572151824
538	0.3571011027
539	0.3570477624
540	0.3569786731
541	0.356888995
542	0.3568560657
543	0.3567222196
544	0.356618388
545	0.3565402291
546	0.3564887575
547	0.3564120745
548	0.3563623823
549	0.3562948623
550	0.356206217
551	0.3561217592
552	0.35604612
553	0.3559980357
554	0.3559238331
555	0.3558256266
556	0.3557400456
557	0.355675827
558	0.3555655807
559	0.3554806996
560	0.3554415931
561	0.3553769377
562	0.3552983493
563	0.3552511559
564	0.3551317127
565	0.355025206
566	0.3549597757
567	0.3549297939
568	0.3548523177
569	0.3547638326
570	0.3546998639
571	0.3546615169
572	0.3545506994
573	0.354483427
574	0.3543895167
575	0.3543465083
576	0.3542428989
577	0.3541671602
578	0.3541293265
579	0.3540892186
580	0.354001549
581	0.353885164
582	0.3538107317
583	0.3537666453
584	0.3537303957
585	0.353652411
586	0.3535911275
587	0.3535028026
588	0.353422202
589	0.3533296011
590	0.3532570311
591	0.3531658239
592	0.353062471
593	0.3529955729
594	0.3529095414
595	0.3528485516
596	0.3527873973
597	0.3527199153
598	0.352646855
599	0.3526097258
600	0.3525699069
601	0.3524994933
602	0.3524334359
603	0.3523448619
604	0.3522634398
605	0.3522235753
606	0.3521088943
607	0.3520268972
608	0.3519286392
609	0.3518475581
610	0.3517667622
611	0.3516873058
612	0.3516096665
613	0.3515461749
614	0.3514660966
615	0.3513711088
616	0.3513184594
617	0.3512543027
618	0.3511822746
619	0.3511056294
620	0.3510387839
621	0.3509649649
622	0.3509241722
623	0.3508600077
624	0.3507822508
625	0.350705534
626	0.3506553812
627	0.350581415
628	0.3505196925
629	0.3504216735
630	0.3503140771
631	0.3502445405
632	0.3501817543
633	0.3501082116
634	0.3500398969
635	0.349983765
636	0.3499505702
637	0.3498413181
638	0.3497962388
639	0.3497235968
640	0.3496507568
641	0.3495796133
642	0.3495261968
643	0.3494873714
644	0.3494209392
645	0.3493582299
646	0.3493008334
647	0.3492313694
648	0.349128477
649	0.3490585213
650	0.348895698
651	0.3487967442
652	0.3487267403
653	0.3486906297
654	0.3486406509
655	0.3485420562
656	0.348491049
657	0.3484287464
658	0.348331568
659	0.3482450866
660	0.3481659434
661	0.3480998571
662	0.3480397499
663	0.3479436459
664	0.3478357737
665	0.3478015971
666	0.3477641882
667	0.3477281164
668	0.3476719879
669	0.3476047434
670	0.3475452046
671	0.3475122814
672	0.3474806766
673	0.347403603
674	0.3473113616
675	0.3472487573
676	0.3471958271
677	0.3471351217
678	0.3470626763
679	0.3470012427
680	0.346892847
681	0.346830057
682	0.3467614253
683	0.3466790684
684	0.3466122486
685	0.3465629866
686	0.3464991873
687	0.3464366103
688	0.3463926903
689	0.3463243173
690	0.3462666673
691	0.3461635204
692	0.3461204369
693	0.3460405679
694	0.3459831069
695	0.3459288469
696	0.3458582357
697	0.3457747427
698	0.3456773702
699	0.3455885332
700	0.3455244506
701	0.3454437528
702	0.3453683463
703	0.3452950171
704	0.3452162294
705	0.3451464801
706	0.3450884302
707	0.3449968182
708	0.3449410793
709	0.3448769182
710	0.344803027
711	0.3447345226
712	0.3446788716
713	0.3445605391
714	0.3445124207
715	0.3444470626
716	0.3443821628
717	0.3443282892
718	0.3442649688
719	0.3442050649
720	0.3440563261
721	0.3439834826
722	0.3439298725
723	0.3438733824
724	0.3437839592
725	0.3437072825
726	0.3436517643
727	0.3436107649
728	0.3435759832
729	0.3435203515
730	0.3434598972
731	0.3434265472
732	0.3433533801
733	0.3433253583
734	0.3432810217
735	0.3432210858
736	0.3431655345
737	0.3430969936
738	0.3430660318
739	0.3429558381
740	0.3429151491
741	0.3428312046
742	0.3427737418
743	0.3427071441
744	0.3426392753
745	0.342578534
746	0.3425134256
747	0.3424635924
748	0.3423831614
749	0.3423119273
750	0.3423017092
751	0.3422586078
752	0.3421955494
753	0.3421382717
754	0.3420786702
755	0.342023822
756	0.3419739624
757	0.3419436084
758	0.3418516469
759	0.3417681638
760	0.3417075612
761	0.3416272216
762	0.3415420096
763	0.3414743879
764	0.3414080115
765	0.3413695656
766	0.3413480879
767	0.3412525008
768	0.3412055878
769	0.3411262265
770	0.3410678433
771	0.3410166418
772	0.340929565
773	0.3408461411
774	0.3408010068
775	0.3406614462
776	0.340611366
777	0.3405970324
778	0.3405217097
779	0.3404727438
780	0.3404247268
781	0.3403449048
782	0.3402348014
783	0.3401832558
784	0.3400794946
785	0.3400091154
786	0.3399486024
787	0.3398522675
788	0.3397917693
789	0.3397301806
790	0.3396810574
791	0.3396235008
792	0.3395609246
793	0.3394586812
794	0.3394064382
795	0.3393475617
796	0.339304888
797	0.3392239769
798	0.3391640847
799	0.3391021589
800	0.3390524431
801	0.3389851013
802	0.3389205876
803	0.3388916111
804	0.3388319497
805	0.3387759165
806	0.3387309422
807	0.3386704857
808	0.3386402133
809	0.3385753487
810	0.3385198406
811	0.3384846748
812	0.33841338
813	0.3383574492
814	0.3383034124
815	0.3382535097
816	0.3382142445
817	0.3381649697
818	0.3381109078
819	0.3380627262
820	0.3379951946
821	0.337931796
822	0.3378317274
823	0.3377746626
824	0.3376841704
825	0.3375785902
826	0.3375249071
827	0.3374794789
828	0.3374242887
829	0.3373642232
830	0.337288653
831	0.3371565283
832	0.3370777333
833	0.3369420978
834	0.3368945107
835	0.3367643523
836	0.3367279007
837	0.3366684787
838	0.3366161373
839	0.3364987462
840	0.3364424155
841	0.3363841766
842	0.3363388542
843	0.336302909
844	0.3362540192
845	0.3362105187
846	0.3361645388
847	0.3360995785
848	0.336008665
849	0.3359916163
850	0.3359636684
851	0.3359065308
852	0.3358316452
853	0.3357563259
854	0.3357119879
855	0.3356338636
856	0.3355606945
857	0.3355223947
858	0.3354866998
859	0.3354239537
860	0.3353865547
861	0.3353592796
862	0.335293452
863	0.3352377131
864	0.3351793475
865	0.3350842801
866	0.3350507224
867	0.3350185545
868	0.3349218898
869	0.334910974
870	0.3348509474
871	0.3348081241
872	0.3347198755
873	0.3346861039
874	0.3346280151
875	0.334550931
876	0.3345102996
877	0.3344790649
878	0.3344452538
879	0.3343865981
880	0.3343257836
881	0.3342578015
882	0.3342013356
883	0.334119502
884	0.3340645921
885	0.3340019481
886	0.3339896127
887	0.3339572646
888	0.3339088662
889	0.333886504
890	0.3338281299
891	0.3337682305
892	0.3337387112
893	0.3336697862
894	0.3336233193
895	0.3335681472
896	0.3335098574
897	0.3334482985
898	0.3333622181
899	0.3333236474
900	0.3332566642
901	0.3331882562
902	0.3331384915
903	0.3331075016
904	0.3330597122
905	0.3329733616
906	0.3328626955
907	0.3328327244
908	0.3327961306
909	0.3327253799
910	0.3326902953
911	0.3326787618
912	0.3326371516
913	0.332560615
914	0.3324693008
915	0.3324409318
916	0.3323992434
917	0.3323413785
918	0.3322807605
919	0.3322339776
920	0.3321826866
921	0.3321489699
922	0.3320692183
923	0.3319811154
924	0.3318576756
925	0.3317875294
926	0.3317267232
927	0.3316132316
928	0.331550058
929	0.3315215396
930	0.3314717023
931	0.3314133667
932	0.3313425847
933	0.3312937313
934	0.33121637
935	0.3311640468
936	0.3311275006
937	0.3310959108
938	0.3310267141
939	0.3309878618
940	0.3309358059
941	0.3308382958
942	0.3307151116
943	0.3306857676
944	0.3306642584
945	0.3306337744
946	0.3305303756
947	0.3304759192
948	0.3303577839
949	0.330329342
950	0.330284307
951	0.3302236282
952	0.3301646681
953	0.3301052032
954	0.3300784378
955	0.3299975113
956	0.3299852479
957	0.3299647804
958	0.3299232052
959	0.3298810855
960	0.3298338202
961	0.3297759597
962	0.3297215207
963	0.3296411422
964	0.3295958473
965	0.329582659
966	0.3295413204
967	0.3294598635
968	0.3294128667
969	0.3293296964
970	0.3292766286
971	0.3292059617
972	0.32914183
973	0.3290961628
974	0.3290477368
975	0.3290222733
976	0.3289591147
977	0.3288948354
978	0.3288349592
979	0.3287598993
980	0.3287158358
981	0.328663084
982	0.3286208968
983	0.3286110313
984	0.3286013838
985	0.3285100636
986	0.3284667747
987	0.3284150672
988	0.3283671161
989	0.3282862917
990	0.3282546856
991	0.3282457107
992	0.3282104489
993	0.3281614358
994	0.3281415513
995	0.3280640168
996	0.3280412181
997	0.3279770995
998	0.3279389772
999	0.3279009673
